_,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.7896431890108075,0.005244124415319147,1.0015574318185192,0.0010000000474974513,0.7859965939887146,0.005261222342457366,1.0016870971747138
1,0.7896431890108075,0.005269538447791733,1.0015044143217495,0.0010000000474974513,0.7859965945742219,0.005190565320342955,1.0016709568458362
2,0.7896431890108075,0.005285742119897422,1.0014565029659788,0.0010000000474974513,0.7859965945742219,0.0052716093712389354,1.0015562777434912
3,0.7896431890108075,0.0053157438167098555,1.0013905098748734,0.0010000000474974513,0.7859965939887146,0.005327684572423956,1.0014941209894266
4,0.7896431890108075,0.005331196135747491,1.0013638891224779,0.0010000000474974513,0.7859965939887146,0.005182872720296936,1.0015547654951953
5,0.7896431890108075,0.005339779798399099,1.001309958839885,0.0010000000474974513,0.7859965945742219,0.0053763098160284324,1.0013468057092842
6,0.7896431890986768,0.005366284615550126,1.0012708407947999,0.0010000000474974513,0.7859965951597292,0.005188407707586153,1.0014043645914974
7,0.7896431890108075,0.005368030830732654,1.0012487905910032,0.0010000000474974513,0.7859965951597292,0.005161310350321131,1.0013939268696752
8,0.7896431889229383,0.005382583583693686,1.0012246193405452,0.0010000000474974513,0.7859965945742219,0.005209250857757152,1.0013989788610012
9,0.7896431889229383,0.005331365336464942,1.00138713850729,0.0010000000474974513,0.7859965939887146,0.005363876041215214,1.0013010745432616
10,0.7896431890986768,0.005389566139228807,1.001227871850316,0.0010000000474974513,0.7859965951597292,0.005493866926523873,1.0013262799306093
11,0.7896431890108075,0.005397439407784244,1.0011293347989019,0.00010000000474974513,0.7859965945742219,0.005381447023369942,1.0012095819990388
12,0.7896431890986768,0.005417226504589401,1.0010945206485158,0.00010000000474974513,0.7859965945742219,0.005398096676828058,1.0011962317296237
13,0.7896431890108075,0.005424677888366236,1.0010848423772714,0.00010000000474974513,0.7859965939887146,0.005403050784138717,1.0011875554480112
14,0.7896431890108075,0.005428172296476012,1.001077905392471,0.00010000000474974513,0.7859965951597292,0.005410697477666592,1.001179445469075
15,0.7896431889229383,0.005430967590705256,1.001071902164956,0.00010000000474974513,0.7859965945742219,0.005418552921934891,1.001171891487886
16,0.7896431890108075,0.0054335175402444175,1.0010661960526825,0.00010000000474974513,0.7859965945742219,0.005424972554972516,1.0011652045259307
17,0.7896431889229383,0.005434875364165927,1.001052325129216,1.0000000656873453e-05,0.7859965945742219,0.005457283274868909,1.0011601761891002
18,0.7896431890108075,0.005437402401110318,1.0010511624432312,1.0000000656873453e-05,0.7859965934032073,0.005458672974653879,1.001159409877125
19,0.7896431890986768,0.005438098757635317,1.0010504514052183,1.0000000656873453e-05,0.7859965951597292,0.005459587833494651,1.0011586510596435
20,0.7896431890108075,0.005438575803711827,1.0010497155294957,1.0000000656873453e-05,0.7859965945742219,0.005460398023754124,1.001157888494915
